Adresas,Kaina,Plotas:,Sklypo plotas:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Įrengimas:,Reklama:,Reklama/pasiūlymas:,Namo numeris:,Kambarių sk.:,Vanduo:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildoma įranga:,Apsauga:,Papildomos patalpos:,Unikalus daikto numeris(RC numeris):
"Klaipėdos r. sav., Gručeikių k., Draugystės g., mūrinis namas",73 000 €,120 m²,9 a,1,2018,Mūrinis,Namas (gyvenamasis),"Dujinis, elektra, kietu kuru",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,38,4,,,,A,ElektraDujos,,,Garažas,
"Klaipėdos r. sav., Kiškėnų k., mūrinis namas",125 000 €,164 m²,"7,4 a",2,"2000 statyba, 2018 renovacija",Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Derceklių k., Marių g., Sodyba",22 500 €,30 m²,6 a,,2000,Kita,Sodyba,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,2,Šulinys,,,,Elektra,Su baldaisŠaldytuvas,Aptverta teritorija,Terasa,
"Klaipėdos r. sav., Birbinčių k., Samanų g., mūrinis namas",105 000 €,157 m²,"12,19 a",1,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,Nebaigtas statyti,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,1,3,,,,A++,Kraštinis sklypasElektra,,,Garažas,
"Klaipėdos r. sav., Žiaukų k., Agrastų tak., mūrinis namas",155 000 €,120 m²,"6,5 a",2,2017,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,Artezinis,Upė,2 000,B,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraInternetas,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaVaizdo kameros,GaražasPirtisŪkiniai pastataiTerasa,
"Klaipėda, Tauralaukis, mūrinis sublokuotas namas",367 000 €,146 m²,5 a,2,2022,Mūrinis,Sublokuotas namas,Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Plytinė, mūrinis namas",210 000 €,120 m²,21 a,2,1961,Mūrinis,Namas (gyvenamasis),Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Derceklių k., Vakarų g., karkasinė sodyba",21 000 €,48 m²,6 a,,2004,Karkasinis,Sodyba,Elektra,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,2,Šulinys,,,,ElektraAsfaltuotas privažiavimas,,Aptverta teritorija,TerasaRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Lingių k., Šarkuvos g., karkasinis namas",45 000 €,20 m²,6 a,1,2022,Karkasinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,17,1,,,,A+,,,,,
"Klaipėdos r. sav., Klemiškės II k., Labių g., mūrinis namas",229 000 €,152 m²,"8,88 a",1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Slengių k., Ramioji g., monolitinis sublokuotas namas",185 000 €,90 m²,3 a,2,2023,Monolitinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Miesto vandentiekis,,,A+,Elektra,Šildomos grindysRekuperacinė sistema,Aptverta teritorijaSignalizacija,Terasa,
"Klaipėdos r. sav., Kiškėnų k., mūrinis sodo namas",68 000 €,124 m²,6 a,2,1989,Mūrinis,Sodo namas,"Elektra, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,Šulinys,Upė,50,,,Skalbimo mašinaSu baldaisViryklėŽidinys,Šarvuotos durys,GaražasRūsysTerasa,
"Klaipėdos r. sav., Gindulių k., mūrinis namas",217 000 €,"89,41 m²",4 a,1,2020,Mūrinis,Namas (gyvenamasis),"Centrinis, aeroterminis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A+,Asfaltuotas privažiavimasElektraInternetasKabelinė televizija,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasRekuperacinė sistema,Aptverta teritorijaSignalizacija,Terasa,
"Klaipėdos r. sav., Judrėnų mstl., Dariaus g., mūrinis namas",28 000 €,61 m²,27 a,2,1995,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,3,"Miesto vandentiekis, šulinys",,,,Asfaltuotas privažiavimasElektra,Virtuvės komplektas,Šarvuotos durys,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Svencelės k., Kita (nukeliamas, projektas, kt.)",15 000 €,"19,51 m²",0 a,1,"2021 statyba, 2021 renovacija",Kita,"Kita (nukeliamas, projektas, kt.)",Elektra,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,KondicionieriusSu baldaisŠaldytuvasViryklė,Signalizacija,,
"Klaipėdos r. sav., Žiaukų k., Vynmedžių tak., mūrinė sodyba",25 000 €,25 m²,7 a,,1971,Mūrinis,Sodyba,Kietu kuru,Kita,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,2,3,,,,,ElektraKraštinis sklypasGreta miškoAsfaltuotas privažiavimas,Židinys,,,
"Klaipėdos r. sav., Vaitelių k., Miškų al., mūrinis namas",129 950 €,80 m²,"6,16 a",1,2017,Mūrinis,Namas (gyvenamasis),"Dujinis, elektra",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,12,4,,,,A,Kabelinė televizijaInternetasElektraKraštinis sklypas,Šildomos grindysSu baldaisPlastikiniai vamzdžiaiKondicionieriusSkalbimo mašinaŠaldytuvasVirtuvės komplektasViryklėIndaplovė,Šarvuotos durysSignalizacijaVaizdo kamerosAptverta teritorija,TerasaŪkiniai pastataiGaražas,
"Klaipėda, Tauralaukis, Pajūrio g., mūrinis sublokuotas namas",159 900 €,"91,36 m²",2 a,2,2018,Mūrinis,Sublokuotas namas,"Elektra, dujinis",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,3,,Miesto vandentiekis,Upė,300,B,Asfaltuotas privažiavimasElektraDujosKabelinė televizija,,Aptverta teritorijaSignalizacija,GaražasTerasa,
"Klaipėdos r. sav., Zeigių k., Cypos g., mūrinis namas",499 900 €,293 m²,25 a,2,2010,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,"Artezinis, vietinis vandentiekis",Jūra,2 500,A,Greta miškoAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasPirtisRūsysŪkiniai pastataiTerasa,
"Klaipėdos r. sav., Lelių k., Tolminkiemio g., mūrinis namas",140 000 €,100 m²,10 a,1,2024,Mūrinis,Namas (gyvenamasis),"Geoterminis, aeroterminis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Sodybų g., mūrinis sublokuotas namas",150 000 €,80 m²,8 a,1,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,5,4,,,,A++,,,,,
"Klaipėdos r. sav., Trušelių k., Įsruties g., mūrinis sublokuotas namas",165 000 €,104 m²,5 a,2,2024,Mūrinis,Sublokuotas namas,Centrinis kolektorinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Šauliai, Vėluvos g., mūrinis namas",240 000 €,140 m²,"5,27 a",2,2023,Mūrinis,Namas (gyvenamasis),"Dujinis, kita",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Greta miškoAsfaltuotas privažiavimas,,,Garažas,
"Klaipėdos r. sav., Derceklių k., Nevėžio g., mūrinė sodyba",29 900 €,70 m²,6 a,,2000,Mūrinis,Sodyba,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,2,2,Šulinys,,,,,,,,
"Klaipėdos r. sav., Gargždų m., Laukų g., mūrinis namas",112 000 €,186 m²,8 a,2,1975,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,4400-1231-3245
"Klaipėdos r. sav., Žiaukų k., Vyturių tak., mūrinis sodo namas",67 000 €,70 m²,"4,6 a",2,"1985 statyba, 2003 renovacija",Mūrinis,Sodo namas,"Centrinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,,,,,,,,,,
"Klaipėdos r. sav., Gindulių k., Žalioji g., mūrinis namas",180 000 €,150 m²,"18,5 a",2,1975,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,6,Miesto vandentiekis,Tvenkinys,,,ElektraDujosInternetasKabelinė televizija,,Aptverta teritorija,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Šimkų k., Pipirų g., mūrinis namas",130 000 €,160 m²,100 a,1,2022,Mūrinis,Namas (gyvenamasis),Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,61,,,Jūra,15 000,,Kraštinis sklypasAsfaltuotas privažiavimasElektra,,Šarvuotos durys,Terasa,
"Klaipėdos r. sav., Dargužių k., Baublių g., mūrinis namas",239 000 €,"130,85 m²",20 a,2,2022,Mūrinis,Namas (gyvenamasis),"Dujinis, elektra, kita",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,4,,,,,,DujosAsfaltuotas privažiavimas,Šildomos grindys,,,
"Klaipėdos r. sav., Kalniškės k., Žaibo g., blokinis namas",160 000 €,"122,13 m²","10,65 a",1,2024,Blokinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,6,4,,,,A++,ElektraAsfaltuotas privažiavimas,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Šarvuotos durys,Terasa,
"Klaipėdos r. sav., Trušelių k., Petrikų g., mūrinis namas",134 990 €,"70,12 m²","4,5 a",1,2019,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,,,,A+,DujosAsfaltuotas privažiavimas,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Šarvuotos durysSignalizacija,Terasa,
"Klaipėdos r. sav., Dauparų k., Statybininkų g., mūrinis sodo namas",102 000 €,80 m²,6 a,1,2024,Mūrinis,Sodo namas,Centrinis kolektorinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,Tvenkinys,1 000,,Elektra,Šildomos grindysPlastikiniai vamzdžiai,,,
"Klaipėda, Paupiai, Dienovidžio g., mūrinis sublokuotas namas",159 000 €,95 m²,3 a,2,2023,Mūrinis,Sublokuotas namas,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,13,,,,,,,,,,
"Klaipėdos r. sav., Gindulių k., Baltrušaičių g., mūrinis namas",250 000 €,131 m²,5 a,2,2017,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., Anso Bruožio g., mūrinis namas",180 000 €,80 m²,5 a,2,2023,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Vasaros g., mūrinis namas",160 000 €,90 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Gindulių k., mūrinis namas",239 000 €,109 m²,5 a,1,2021,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Gindulių k., mūrinis namas",375 000 €,217 m²,10 a,2,2015,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Vasaros g., mūrinis namas",145 000 €,80 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,8,,,,,,,,,,
"Klaipėdos r. sav., Kiškėnų k., Lazdynų g., mūrinis namas",125 000 €,80 m²,6 a,1,2017,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Radailių k., Šilojų g., mūrinis namas",215 000 €,107 m²,"11,5 a",1,2020,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., Bruožaičių g., mūrinis namas",150 000 €,80 m²,5 a,1,2022,Mūrinis,Namas (gyvenamasis),Skystu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Karklės k., Placio g., mūrinis namas",500 000 €,"147,5 m²",16 a,2,2021,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,19,,,,,,,,,,
"Klaipėdos r. sav., Ketvergių k., I. Simonaitytės g., mūrinis sublokuotas namas",85 000 €,"158,46 m²","12,5 a",1,2017,Mūrinis,Sublokuotas namas,Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Vietinis vandentiekis,,,,Elektra,,Aptverta teritorijaSignalizacija,,
"Klaipėda, Giruliai, Sūkurio g., mūrinis namas",660 000 €,"214,44 m²",15 a,2,2003,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,13,5,,,,,Kraštinis sklypasElektraDujosInternetasAsfaltuotas privažiavimas,Skalbimo mašinaŽidinys,Šarvuotos durys,PirtisTerasa,
"Klaipėda, Tauralaukis, Tauralaukio g., mūrinis sublokuotas namas",255 000 €,130 m²,"4,5 a",2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klipščių k., Tulpininkų g., mūrinis sublokuotas namas",227 500 €,"143,06 m²","5,3 a",2,2015,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,11,5,,,,,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorija,GaražasRūbinėTerasa,
"Klaipėdos r. sav., Klemiškės II k., mūrinis namas",223 000 €,115 m²,7 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Artezinis,,,,Kraštinis sklypasAsfaltuotas privažiavimasElektra,ŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,SignalizacijaŠarvuotos durys,RūbinėTerasa,
"Klaipėdos r. sav., Trušelių k., Karališkių g., mūrinis namas",150 000 €,80 m²,4 a,1,2022,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., mūrinis namas",229 000 €,"111,45 m²",6 a,2,2014,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., mūrinis namas",159 000 €,80 m²,6 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Artezinis,,,,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacija,Terasa,
"Klaipėdos r. sav., Gargždų m., Volungės g., mūrinis sublokuotas namas",165 000 €,125 m²,"3,5 a",1,2023,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektraDujos,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Baukštininkų k., Vasaros g., mūrinis sublokuotas namas",187 000 €,80 m²,6 a,1,2021,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,Artezinis,,,A+,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetas,KondicionieriusSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,RūbinėTerasa,
"Klaipėdos r. sav., Svencelės k., Preilos g., mūrinis namas",380 000 €,81 m²,5 a,2,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Artezinis,Jūra,100,,Kraštinis sklypasAsfaltuotas privažiavimasElektraSu pakrante,Šildomos grindysRekuperacinė sistema,Aptverta teritorija,PirtisTerasa,
"Klaipėdos r. sav., Svencelės k., Pervalkos g., mūrinis namas",520 000 €,131 m²,6 a,2,2023,Mūrinis,Namas (gyvenamasis),Geoterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Artezinis,Jūra,100,,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetasSu pakrante,Šildomos grindysRekuperacinė sistema,,BaseinasPirtisTerasa,
"Klaipėdos r. sav., Klausmylių vs., Razetų g., mūrinis namas",200 000 €,133 m²,"6,75 a",1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A++,Kraštinis sklypasAsfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durysVaizdo kameros,GaražasRūbinė,
"Klaipėdos r. sav., Klausmylių vs., Piliarožių g., mūrinis namas",250 000 €,160 m²,8 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A++,Asfaltuotas privažiavimasElektra,KondicionieriusŠildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durysVaizdo kameros,GaražasRūbinėTerasa,
"Klaipėdos r. sav., Trušelių k., Karališkių g., mūrinis namas",167 000 €,80 m²,4 a,1,2023,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,Ežeras,200,A+,Asfaltuotas privažiavimasElektraDujos,Šildomos grindysVirtuvės komplektasPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,RūbinėTerasa,
"Klaipėdos r. sav., Gargždų m., Kvietinių g., mūrinis namas",84 000 €,"70,94 m²","15,45 a",2,1966,Mūrinis,Namas (gyvenamasis),Kietu kuru,Kita,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,44,4,"Miesto vandentiekis, šulinys",,,,Asfaltuotas privažiavimasElektraDujos,,Aptverta teritorija,GaražasŪkiniai pastatai,
"Klaipėdos r. sav., Slengių k., Juknaičių g., karkasinis sublokuotas namas",200 000 €,"103,65 m²","3,6 a",2,2024,Karkasinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A++,Kraštinis sklypasAsfaltuotas privažiavimasElektra,Šildomos grindysRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Normantų k., Pilsoto g., mūrinis sublokuotas namas",145 000 €,121 m²,"6,08 a",2,2006,Mūrinis,Sublokuotas namas,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,Jūra,,,Asfaltuotas privažiavimasElektraDujos,Plastikiniai vamzdžiai,,,
"Klaipėdos r. sav., Vėžaičių mstl., Perkūnų g., karkasinis namas",75 000 €,"226,73 m²",50 a,1,2024,Karkasinis,Namas (gyvenamasis),"Elektra, skystu kuru, geoterminis, aeroterminis, saulės energija",Nebaigtas statyti,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,16,,,,,,Elektra,,SignalizacijaVaizdo kameros,,
