Adresas,Kaina,Plotas:,Sklypo plotas:,Kambarių sk.:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Vanduo:,Įrengimas:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Reklama:,Reklama/pasiūlymas:,Pastato energijos suvartojimo klasė:,Namo numeris:,Unikalus daikto numeris(RC numeris):
"Vilnius, Valakampiai, Pasakų g., mūrinis namas",1 945 450 €,533 m²,"13,3 a",7,3,2007,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,,,Kraštinis sklypasGreta miškoElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,GaražasBaseinasPirtisRūbinėRūsysTerasa,KondicionieriusSkalbimo mašinaŠaldytuvasViryklėŽidinysIndaplovė,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Šnipiškės, Ukmergės g., medinis namas",499 000 €,70 m²,"6,3 a",,1,1940,Medinis,Namas (gyvenamasis),Kita,,Pamatai,,,,,,,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Migūnų k., Vaivorų g., karkasinis namas",140 000 €,"107,07 m²","8,19 a",3,1,2024,Karkasinis,Namas (gyvenamasis),Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Užupis, Srovės g., mūrinis namas",1 300 000 €,"333,93 m²","17,8 a",7,3,2002,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,,,Kraštinis sklypasGreta miškoElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,GaražasBaseinasPirtisRūbinėRūsysTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasViryklėŽidinysIndaplovė,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Aukštieji Paneriai, Juozo Zikaro g., mūrinis namas",289 000 €,100 m²,"8,44 a",4,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Įrengtas,,,Kraštinis sklypasAsfaltuotas privažiavimasElektra,Terasa,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,15,
"Vilniaus r. sav., Didžiosios Riešės k., Vieversių g., mūrinis sublokuotas namas",264 000 €,149 m²,8 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Vietinis vandentiekis,Dalinė apdaila,,,Greta miškoElektra,GaražasRūbinėTerasa,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Didžiosios Riešės k., Raudonikių g., mūrinis sublokuotas namas",267 000 €,155 m²,6 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Miesto vandentiekis,Dalinė apdaila,,,ElektraInternetasKabelinė televizija,Garažas,Plastikiniai vamzdžiai,Aptverta teritorijaSignalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilnius, Naujaneriai, Europos Parko g., rąstinis sodo namas",61 990 €,123 m²,10 a,3,1,1983,Rąstinis,Sodo namas,Kietu kuru,"Šulinys, vietinis vandentiekis",Įrengtas,Upė,500,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektra,GaražasPirtisRūsysTerasa,Židinys,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,30,
"Vilniaus r. sav., Mickūnų mstl., Lytos g., mūrinis namas",235 000 €,95 m²,10 a,3,1,2021,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Įrengtas,Tvenkinys,1 100,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetas,Terasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasIndaplovėRekuperacinė sistema,Aptverta teritorijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,96,
"Vilniaus r. sav., Aukštuolės k., Vakaro 3-ioji g., mūrinis sodo namas",69 900 €,"113,85 m²",10 a,4,2,"1989 statyba, 2009 renovacija",Mūrinis,Sodo namas,Kita,Vietinis vandentiekis,Įrengtas,Ežeras,,Kraštinis sklypasGreta miškoElektra,GaražasRūsysŪkiniai pastatai,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,7,
"Vilniaus r. sav., Bendorių k., Minties g., mūrinis sublokuotas namas",255 000 €,"129,69 m²","8,43 a",4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Miesto vandentiekis,Dalinė apdaila,,,Asfaltuotas privažiavimasElektra,RūbinėTerasa,Šildomos grindysPlastikiniai vamzdžiai,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,17,
"Vilniaus r. sav., Bendorių k., Ateities g., mūrinis namas",615 000 €,278 m²,12 a,5,2,2012,Mūrinis,Namas (gyvenamasis),Dujinis,Artezinis,Įrengtas,,,Greta miškoAsfaltuotas privažiavimasElektraDujos,BaseinasGaražasPirtisRūbinėTerasa,ŠaldytuvasViryklėŽidinysIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antakalnis, Viršupio Sodų 3-ioji g., mūrinis sublokuotas namas",375 000 €,129 m²,3 a,4,2,2008,Mūrinis,Sublokuotas namas,"Dujinis, kietu kuru",Miesto vandentiekis,Įrengtas,,,Greta miškoAsfaltuotas privažiavimasElektraDujos,RūbinėRūsysTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,9,
"Vilnius, Antakalnis, Žolyno g., mūrinis namas",990 000 €,264 m²,12 a,5,2,2007,Mūrinis,Namas (gyvenamasis),Geoterminis,Miesto vandentiekis,Įrengtas,,,Greta miškoAsfaltuotas privažiavimasElektra,GaražasPirtisRūbinėTerasa,ŠaldytuvasŠildomos grindysViryklėŽidinysIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Kalvelių k., Jaunimo g., rąstinis namas",95 000 €,"75,44 m²",21 a,3,1,1977,Rąstinis,Namas (gyvenamasis),Kietu kuru,Miesto vandentiekis,Įrengtas,Tvenkinys,,Elektra,PirtisŪkiniai pastatai,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Užupis, Polocko g., mūrinis sublokuotas namas",1 100 000 €,276 m²,2 a,,3,2007,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,32,
"Vilniaus r. sav., Vėliučionių k., Vakarų g., blokinis namas",200 000 €,80 m²,10 a,3,1,2023,Blokinis,Namas (gyvenamasis),"Elektra, aeroterminis",Artezinis,Įrengtas,Tvenkinys,50,Kraštinis sklypasGreta miškoElektra,RūbinėTerasa,Kondicionierius,SignalizacijaŠarvuotos durysVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,18B,
"Vilniaus r. sav., Bendorių k., Žemaitukų 2-oji al., mūrinis namas",309 990 €,120 m²,5 a,4,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,Kraštinis sklypasElektraAsfaltuotas privažiavimas,GaražasTerasa,KondicionieriusSu baldais,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Kairėnų k., Mokyklos g., mūrinis sublokuotas namas",279 990 €,148 m²,"5,04 a",4,2,2022,Mūrinis,Sublokuotas namas,Aeroterminis,,Įrengtas,,,ElektraAsfaltuotas privažiavimas,GaražasTerasa,KondicionieriusSu baldais,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Verkšionių k., Neries Kilpų g., mūrinis namas",475 000 €,"251,88 m²","18,57 a",,1,2008,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Vietinis vandentiekis,Įrengtas,Upė,400,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Tarandė, mūrinis sublokuotas namas",212 700 €,150 m²,6 a,4,2,2024,Mūrinis,Sublokuotas namas,"Geoterminis, aeroterminis, saulės energija",Miesto vandentiekis,Dalinė apdaila,Tvenkinys,50,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,GaražasRūbinėTerasa,,Aptverta teritorijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Sakiškių k., Beržo 2-oji g., mūrinis namas",350 000 €,112 m²,33 a,5,2,1983,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,Kraštinis sklypasElektraDujosInternetasKabelinė televizijaAsfaltuotas privažiavimas,,Skalbimo mašina,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Juodiškių k., Rožių 1-oji g., rąstinis namas",44 900 €,30 m²,6 a,2,1,2023,Rąstinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,Kraštinis sklypasElektraAsfaltuotas privažiavimas,,Su baldais,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Aukštieji Paneriai, Paluknio g., mūrinis sublokuotas namas",190 000 €,"136,22 m²","4,5 a",5,2,2022,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,,,Asfaltuotas privažiavimasElektraInternetas,Terasa,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Saldenės k., Obelų aklg., mūrinis sublokuotas namas",214 500 €,151 m²,5 a,5,2,2022,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,Ežeras,1 000,Greta miškoElektra,Garažas,Šildomos grindys,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,11,
"Vilniaus r. sav., Lindiniškių k., Vijoklių g., mūrinis sublokuotas namas",200 000 €,132 m²,5 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,,,Kraštinis sklypasGreta miškoElektra,GaražasRūbinėTerasa,Šildomos grindys,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilnius, Kalnėnai, Azerų g., mūrinis sublokuotas namas",275 000 €,"100,01 m²","2,08 a",4,2,2023,Mūrinis,Sublokuotas namas,Dujinis,Miesto vandentiekis,Įrengtas,,,Asfaltuotas privažiavimasElektraDujosInternetas,Terasa,Šildomos grindysRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,24,
"Vilniaus r. sav., Bajorų k., Žemuogių g., mūrinis namas",600 000 €,"312,26 m²","14,88 a",6,2,2021,Mūrinis,Namas (gyvenamasis),Dujinis,,Dalinė apdaila,,,ElektraDujosAsfaltuotas privažiavimas,GaražasTerasa,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Rasos, Srovės g., mūrinis namas",1 300 000 €,"333,93 m²","17,8 a",7,3,2002,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,,,Kraštinis sklypasGreta miškoElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,GaražasBaseinasPirtisRūbinėRūsysTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasViryklėŽidinysIndaplovė,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antakalnis, Migūnų g., mūrinis namas",274 900 €,"131,56 m²","5,4 a",4,2,2023,Mūrinis,Namas (gyvenamasis),Dujinis,,Dalinė apdaila,,,Kraštinis sklypasGreta miškoElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,RūbinėTerasa,,SignalizacijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Paraudondvarių k., Vėjų g., mūrinis namas",379 000 €,225 m²,"15,35 a",7,2,2011,Mūrinis,Namas (gyvenamasis),Dujinis,Artezinis,Įrengtas,,,Asfaltuotas privažiavimasElektraDujos,GaražasTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinysIndaplovė,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Santariškės, M. Bukšos g., mūrinis namas",695 000 €,302 m²,20 a,5,2,2020,Mūrinis,Namas (gyvenamasis),Geoterminis,Miesto vandentiekis,Dalinė apdaila,,,Greta miškoElektra,BaseinasGaražasPirtisRūbinėTerasa,Šildomos grindysŽidinys,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Aukštieji Paneriai, Paluknio g., mūrinis sublokuotas namas",247 000 €,"136,22 m²","4,5 a",5,2,2022,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Įrengtas,,,Asfaltuotas privažiavimasElektraInternetas,Terasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,20,
"Vilnius, Užupis, Baltasis skg., mūrinis sublokuotas namas",556 773 €,99 m²,"2,1 a",5,2,2021,Mūrinis,Sublokuotas namas,Geoterminis,Miesto vandentiekis,Dalinė apdaila,,,Kraštinis sklypasInternetasKabelinė televizijaAsfaltuotas privažiavimas,Rūbinė,Kondicionierius,SignalizacijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pavilnys, Pavilnio Sodų 3-ioji g., rąstinis namas",359 900 €,170 m²,8 a,5,2,2014,Rąstinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,Kraštinis sklypasElektraDujosInternetasKabelinė televizijaAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldais,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,C,,
"Vilniaus r. sav., Nemenčinės II k., mūrinis namas",399 000 €,197 m²,"16,26 a",5,2,2014,Mūrinis,Namas (gyvenamasis),Geoterminis,,Įrengtas,Tvenkinys,,Greta miškoAsfaltuotas privažiavimasElektraSu pakrante,GaražasTerasa,Skalbimo mašinaŠaldytuvasŠildomos grindys,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Papiškių k., Žebronių g., mūrinis sublokuotas namas",199 000 €,117 m²,"5,5 a",4,1,2023,Mūrinis,Sublokuotas namas,"Centrinis kolektorinis, aeroterminis",Vietinis vandentiekis,Dalinė apdaila,Ežeras,1 500,Elektra,Terasa,,Aptverta teritorija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Saldenės k., Gervių g., mūrinis namas",350 000 €,190 m²,"11,42 a",4,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,"Artezinis, vietinis vandentiekis",Dalinė apdaila,,,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasTerasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Signalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,41,
"Vilniaus r. sav., Špokinės vs., Vilnelės g., rąstinis namas",95 000 €,"64,22 m²","100,8 a",2,1,1950,Rąstinis,Namas (gyvenamasis),Kietu kuru,Šulinys,Įrengtas,,,Asfaltuotas privažiavimas,Ūkiniai pastatai,Su baldais,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Bareikiškių k., Rugiagėlių g., mūrinis sublokuotas namas",239 000 €,"138,85 m²",5 a,4,2,2019,Mūrinis,Sublokuotas namas,Aeroterminis,"Artezinis, vietinis vandentiekis",Įrengtas,,,Kraštinis sklypasElektraInternetasKabelinė televizija,GaražasRūbinė,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Miškonių k., Nemenčinės pl., mūrinis sublokuotas namas",479 000 €,149 m²,5 a,,2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Nemenčinės II k., Vilniaus g., mūrinis namas",750 000 €,278 m²,25 a,5,2,2007,Mūrinis,Namas (gyvenamasis),Geoterminis,Artezinis,Įrengtas,Upė,,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetasKabelinė televizijaSu pakrante,BaseinasGaražasPirtisRūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Salininkai, Dusinėnų g., mūrinis namas",412 000 €,"136,7 m²","5,3 a",,1,2021,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,76,
"Vilniaus r. sav., Beržiškių k., Rugelių 1-oji g., mūrinis sodo namas",45 000 €,"81,5 m²",7 a,,2,2004,Mūrinis,Sodo namas,Kietu kuru,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,20,
"Vilniaus r. sav., Kuprioniškių k., Daumanto g., mūrinis sublokuotas namas",229 000 €,136 m²,6 a,4,2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Vietinis vandentiekis,Dalinė apdaila,,,,Terasa,Šildomos grindys,Aptverta teritorija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,13,
"Vilnius, Valakampiai, Rudausių g., mūrinis namas",1 500 000 €,323 m²,14 a,5,2,2022,Mūrinis,Namas (gyvenamasis),Geoterminis,Artezinis,Dalinė apdaila,Upė,,Kraštinis sklypasAsfaltuotas privažiavimasElektra,PirtisTerasa,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Santakos k., rąstinė sodyba",119 900 €,40 m²,"592,76 a",2,1,2013,Rąstinis,Sodyba,Kita,,Įrengtas,,,ElektraAsfaltuotas privažiavimas,Pirtis,Su baldais,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Tarandė, Grikienių g., blokinis namas",319 000 €,116 m²,"4,18 a",4,2,2017,Blokinis,Namas (gyvenamasis),Geoterminis,Miesto vandentiekis,Įrengtas,Ežeras,,Greta miškoAsfaltuotas privažiavimasElektraInternetas,RūbinėTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pavilnys, Vlado Mirono g., mūrinis sublokuotas namas",230 000 €,123 m²,4 a,,2,2024,Mūrinis,Sublokuotas namas,"Elektra, aeroterminis, saulės energija",,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,9A,
"Vilniaus r. sav., Voverių k., rąstinis namas",40 000 €,"88,02 m²",300 a,,1,1978,Rąstinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,Elektra,Pirtis,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,1,
"Vilniaus r. sav., Didžiasalio k., Pakupečių g., mūrinis sublokuotas namas",239 000 €,140 m²,"7,5 a",4,2,2022,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Lazdynėliai, Šarmos g., mūrinis namas",1 400 000 €,527 m²,10 a,,3,2022,Mūrinis,Namas (gyvenamasis),Kita,Miesto vandentiekis,Įrengtas,Upė,,Greta miškoAsfaltuotas privažiavimasElektra,RūsysTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovė,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Tarandė, Gailašių g., mūrinis namas",735 000 €,203 m²,10 a,5,1,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,Miesto vandentiekis,Įrengtas,Ežeras,,Asfaltuotas privažiavimasElektraInternetas,GaražasRūbinėTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antakalnis, Veržuvos g., mūrinis namas",615 000 €,308 m²,13 a,5,2,2007,Mūrinis,Namas (gyvenamasis),Geoterminis,Miesto vandentiekis,Įrengtas,Upė,,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraInternetas,GaražasPirtisRūbinėTerasa,Skalbimo mašinaŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovė,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
